Experiment,Metric,Compute Time (s),Communication Time (s),Total Time (s),Compute Energy (J),Communication Energy (J),Total Energy (J),Accuracy Loss (%),SRAM Wait Time (s)
1,Energy,0.08676831773879148,0.037186421888053496,0.12395473962684499,1.355960948,0.338990237,1.694951185,3.292282175026922,0.012395473962684499
1,Accuracy,0.15302143625730988,0.0655806155388471,0.218602051796157,1.35605762456,0.33901440614,1.6950720307,0.11306827671809631,0.0218602051796157
1,Performance,0.08019025009746594,0.03436725004177112,0.11455750013923707,1.3559701085600002,0.33899252714000006,1.6949626357,3.292282175026922,0.011455750013923708
1,Energy,0.08676831773879148,0.037186421888053496,0.12395473962684499,1.355960948,0.338990237,1.694951185,3.292282175026922,0.012395473962684499
1,Accuracy,0.15302143625730988,0.0655806155388471,0.218602051796157,1.35605762456,0.33901440614,1.6950720307,0.11306827671809631,0.0218602051796157
1,Performance,0.08019025009746594,0.03436725004177112,0.11455750013923707,1.3559701085600002,0.33899252714000006,1.6949626357,3.292282175026922,0.011455750013923708
1,Energy,0.08676831773879148,0.037186421888053496,0.12395473962684499,1.355960948,0.338990237,1.694951185,3.292282175026922,0.012395473962684499
1,Accuracy,0.15302143625730988,0.0655806155388471,0.218602051796157,1.35605762456,0.33901440614,1.6950720307,0.11306827671809631,0.0218602051796157
3,Performance,0.08019025009746594,0.03436725004177112,0.11455750013923707,1.3559701085600002,0.33899252714000006,1.6949626357,3.292282175026922,0.011455750013923708
3,Energy,0.08676831773879148,0.037186421888053496,0.12395473962684499,1.355960948,0.338990237,1.694951185,3.292282175026922,0.012395473962684499
3,Accuracy,0.15302143625730988,0.0655806155388471,0.218602051796157,1.35605762456,0.33901440614,1.6950720307,0.11306827671809631,0.0218602051796157
4,Performance,0.08019025009746594,0.03436725004177112,0.11455750013923707,1.3559701085600002,0.33899252714000006,1.6949626357,3.292282175026922,0.011455750013923708
4,Energy,0.08676831773879148,0.037186421888053496,0.12395473962684499,1.355960948,0.338990237,1.694951185,3.292282175026922,0.012395473962684499
4,Accuracy,0.15302143625730988,0.0655806155388471,0.218602051796157,1.35605762456,0.33901440614,1.6950720307,0.11306827671809631,0.0218602051796157
5,Performance,0.08019025009746594,0.03436725004177112,0.11455750013923707,1.3559701085600002,0.33899252714000006,1.6949626357,3.292282175026922,0.011455750013923708
5,Energy,0.08676831773879148,0.037186421888053496,0.12395473962684499,1.355960948,0.338990237,1.694951185,3.292282175026922,0.012395473962684499
5,Accuracy,0.15302143625730988,0.0655806155388471,0.218602051796157,1.35605762456,0.33901440614,1.6950720307,0.11306827671809631,0.0218602051796157
1,Performance,0.08019025009746594,0.03436725004177112,0.11455750013923707,1.3559701085600002,0.33899252714000006,1.6949626357,3.292282175026922,0.011455750013923708
1,Energy,0.08676831773879148,0.037186421888053496,0.12395473962684499,1.355960948,0.338990237,1.694951185,3.292282175026922,0.012395473962684499
1,Accuracy,0.15302143625730988,0.0655806155388471,0.218602051796157,1.35605762456,0.33901440614,1.6950720307,0.11306827671809631,0.0218602051796157
1,Performance,0.08103422222222227,0.0347289523809524,0.11576317460317467,1.35596985072,0.33899246268,1.6949623133999998,3.292282175026922,0.011576317460317467
1,Energy,0.0892016105263158,0.038229261654135344,0.12743087218045115,1.3559607052000002,0.33899017630000006,1.6949508815000003,3.292282175026922,0.012743087218045117
1,Accuracy,0.12799433625730988,0.0548547155388471,0.18284905179615699,1.35610304216,0.33902576054,1.6951288027,0.0598596759095804,0.018284905179615698
1,Performance,0.08103422222222227,0.0347289523809524,0.11576317460317467,1.35596985072,0.33899246268,1.6949623133999998,3.292282175026922,0.011576317460317467
1,Energy,0.0892016105263158,0.038229261654135344,0.12743087218045115,1.3559607052000002,0.33899017630000006,1.6949508815000003,3.292282175026922,0.012743087218045117
1,Accuracy,0.12799433625730988,0.0548547155388471,0.18284905179615699,1.35610304216,0.33902576054,1.6951288027,0.0598596759095804,0.018284905179615698
