Chiplet_Type,Chiplet_Name,X_Position,Y_Position,Z_Position,Length,Breadth,Rotated
CCD,CCD1,11.36571433654781,8.620026385294025,2,2,2.0,True
CCD,CCD2,0.9641300718100791,9.589590721911861,2,2,2.0,True
CCD,CCD3,8.748623678935505,16.39420678791009,2,2,2.0,True
CCD,CCD4,14.15732935232886,11.781878965873378,2,2,2.0,True
XCD,XCD1,4.616326003477482,11.364903153403056,2,11,8.2,True
XCD,XCD2,9.196808541822614,0.19531598568991532,2,11,8.2,True
IPD,IPD1,-0.17426204425225272,16.35704332470009,2,2,1.0,True
IPD,IPD2,1.5135907330672433,13.813082655470238,2,2,1.0,True
IPD,IPD3,3.3226917262367146,3.332460447657991,2,2,1.0,True
IPD,IPD4,0.2485582259802041,6.197082181914727,2,2,1.0,True
IPD,IPD5,3.304273218914517,6.867080380700243,2,2,1.0,True
IPD,IPD6,17.126664559497303,16.761457601978613,2,2,1.0,True
IPD,IPD7,9.514337310808333,12.249342830984713,2,2,1.0,True
IPD,IPD8,7.660425503075868,8.320718195860778,2,2,1.0,True
EMIB,EMIB1,5.664850421614383,6.791967140255148,1,1,3.0,False
EMIB,EMIB2,3.7557471150183073,14.42668885160563,1,1,3.0,False
EMIB,EMIB3,8.120917730000466,11.522071710316455,1,1,3.0,False
EMIB,EMIB4,10.075507936592532,3.627877822565444,1,1,3.0,False
EMIB,EMIB5,10.74848338570879,16.797034952886282,1,1,3.0,False
EMIB,EMIB6,15.117449608683643,-0.29855312729059214,1,1,3.0,False
EMIB,EMIB7,2.455616570935378,0.642843881763665,1,1,3.0,False
EMIB,EMIB8,10.230007053468087,11.267488680443643,1,1,3.0,False
EMIB2,EMIB21,10.80163694664431,0.36778720228905754,1,4,1.0,True
EMIB2,EMIB22,11.706630077736872,16.62925234427908,1,4,1.0,True
