Chiplet_Type,Chiplet_Name,X_Position,Y_Position,Z_Position,Length,Breadth,Rotated
CCD,CCD1,10.815714336547803,8.770026385294027,2,2,2.0,True
CCD,CCD2,1.2641300718100794,9.689590721911863,2,2,2.0,True
CCD,CCD3,9.248623678935513,16.794206787910095,2,2,2.0,True
CCD,CCD4,13.957329352328857,11.581878965873376,2,2,2.0,True
XCD,XCD1,4.8163260034774815,10.864903153403048,2,11,8.2,True
XCD,XCD2,9.196808541822614,0.3953159856899153,2,11,8.2,True
IPD,IPD1,-0.17426204425225272,15.957043324700084,2,2,1.0,True
IPD,IPD2,1.7635907330672436,13.563082655470234,2,2,1.0,True
IPD,IPD3,3.472691726236714,3.7824604476579893,2,2,1.0,True
IPD,IPD4,0.2485582259802041,6.197082181914727,2,2,1.0,True
IPD,IPD5,3.354273218914517,6.617080380700244,2,2,1.0,True
IPD,IPD6,16.7766645594973,16.411457601978608,2,2,1.0,True
IPD,IPD7,8.61433731080832,13.149342830984725,2,2,1.0,True
IPD,IPD8,7.610425503075868,8.570718195860781,2,2,1.0,True
EMIB,EMIB1,5.664850421614383,6.891967140255147,1,1,3.0,False
EMIB,EMIB2,4.455747115018305,14.726688851605635,1,1,3.0,False
EMIB,EMIB3,7.9709177300004646,11.072071710316449,1,1,3.0,False
EMIB,EMIB4,9.775507936592527,3.5278778225654444,1,1,3.0,False
EMIB,EMIB5,11.248483385708797,16.59703495288628,1,1,3.0,False
EMIB,EMIB6,15.317449608683646,-0.09855312729059214,1,1,3.0,False
EMIB,EMIB7,3.305616570935375,0.8928438817636652,1,1,3.0,False
EMIB,EMIB8,9.630007053468079,11.167488680443642,1,1,3.0,False
EMIB2,EMIB21,10.351636946644303,0.7177872022890577,1,4,1.0,True
EMIB2,EMIB22,11.456630077736868,15.77925234427907,1,4,1.0,True
