Chiplet_Type,Chiplet_Name,X_Position,Y_Position,Z_Position,Length,Breadth,Rotated
CCD,CCD1,11.065714336547806,8.520026385294024,2,2,2.0,True
CCD,CCD2,1.0641300718100792,9.089590721911854,2,2,2.0,True
CCD,CCD3,9.398623678935515,15.844206787910082,2,2,2.0,True
CCD,CCD4,14.15732935232886,11.381878965873373,2,2,2.0,True
XCD,XCD1,4.466326003477483,10.814903153403048,2,11,8.2,True
XCD,XCD2,10.046808541822626,1.345315985689916,2,11,8.2,True
IPD,IPD1,-0.6742620442522528,16.45704332470009,2,2,1.0,True
IPD,IPD2,1.6635907330672435,13.863082655470238,2,2,1.0,True
IPD,IPD3,3.0726917262367155,3.0824604476579918,2,2,1.0,True
IPD,IPD4,0.7485582259802043,5.897082181914728,2,2,1.0,True
IPD,IPD5,2.9042732189145184,5.867080380700247,2,2,1.0,True
IPD,IPD6,17.176664559497304,17.011457601978616,2,2,1.0,True
IPD,IPD7,8.514337310808319,11.749342830984705,2,2,1.0,True
IPD,IPD8,7.460425503075869,9.620718195860796,2,2,1.0,True
EMIB,EMIB1,6.164850421614381,6.491967140255149,1,1,3.0,False
EMIB,EMIB2,2.405747115018312,15.07668885160564,1,1,3.0,False
EMIB,EMIB3,8.47091773000047,11.17207171031645,1,1,3.0,False
EMIB,EMIB4,10.425507936592536,3.377877822565445,1,1,3.0,False
EMIB,EMIB5,10.298483385708783,17.747034952886295,1,1,3.0,False
EMIB,EMIB6,15.517449608683648,0.3014468727094078,1,1,3.0,False
EMIB,EMIB7,3.105616570935376,-0.207156118236335,1,1,3.0,False
EMIB,EMIB8,10.830007053468096,11.867488680443651,1,1,3.0,False
EMIB2,EMIB21,10.901636946644311,0.7677872022890577,1,4,1.0,True
EMIB2,EMIB22,10.956630077736861,16.979252344279086,1,4,1.0,True
