Chiplet_Type,Chiplet_Name,X_Position,Y_Position,Z_Position,Length,Breadth,Rotated
CCD,CCD1,10.965714336547805,8.720026385294027,2,2,2.0,True
CCD,CCD2,1.0641300718100792,9.089590721911854,2,2,2.0,True
CCD,CCD3,9.248623678935513,15.594206787910078,2,2,2.0,True
CCD,CCD4,14.257329352328862,11.18187896587337,2,2,2.0,True
XCD,XCD1,4.2663260034774835,11.814903153403062,2,11,8.2,True
XCD,XCD2,10.196808541822628,-0.00468401431008468,2,11,8.2,True
IPD,IPD1,-0.3742620442522527,16.35704332470009,2,2,1.0,True
IPD,IPD2,1.4635907330672433,13.863082655470238,2,2,1.0,True
IPD,IPD3,2.922691726236716,2.9324604476579923,2,2,1.0,True
IPD,IPD4,0.7485582259802043,5.797082181914728,2,2,1.0,True
IPD,IPD5,2.754273218914519,6.617080380700244,2,2,1.0,True
IPD,IPD6,17.076664559497303,17.011457601978616,2,2,1.0,True
IPD,IPD7,9.714337310808336,11.949342830984708,2,2,1.0,True
IPD,IPD8,7.910425503075867,8.870718195860785,2,2,1.0,True
EMIB,EMIB1,5.864850421614382,6.391967140255149,1,1,3.0,False
EMIB,EMIB2,3.00574711501831,14.976688851605639,1,1,3.0,False
EMIB,EMIB3,8.570917730000472,11.572071710316456,1,1,3.0,False
EMIB,EMIB4,10.475507936592537,3.5278778225654444,1,1,3.0,False
EMIB,EMIB5,10.398483385708785,17.847034952886297,1,1,3.0,False
EMIB,EMIB6,15.517449608683648,-0.39855312729059217,1,1,3.0,False
EMIB,EMIB7,2.805616570935377,0.19284388176366501,1,1,3.0,False
EMIB,EMIB8,10.180007053468087,11.517488680443646,1,1,3.0,False
EMIB2,EMIB21,10.901636946644311,0.9677872022890579,1,4,1.0,True
EMIB2,EMIB22,11.056630077736862,17.479252344279093,1,4,1.0,True
