Chiplet_Type,Chiplet_Name,X_Position,Y_Position,Z_Position,Length,Breadth,Rotated
CCD,CCD1,11.115714336547807,8.070026385294018,2,2,2.0,True
CCD,CCD2,1.2141300718100794,9.739590721911863,2,2,2.0,True
CCD,CCD3,8.498623678935502,16.044206787910085,2,2,2.0,True
CCD,CCD4,14.257329352328862,11.381878965873373,2,2,2.0,True
XCD,XCD1,4.966326003477481,12.214903153403068,2,11,8.2,True
XCD,XCD2,10.046808541822626,0.6453159856899153,2,11,8.2,True
IPD,IPD1,0.07573795574774732,16.30704332470009,2,2,1.0,True
IPD,IPD2,1.163590733067243,14.063082655470241,2,2,1.0,True
IPD,IPD3,3.1226917262367153,2.9324604476579923,2,2,1.0,True
IPD,IPD4,0.44855822598020406,6.097082181914727,2,2,1.0,True
IPD,IPD5,3.1542732189145175,6.617080380700244,2,2,1.0,True
IPD,IPD6,17.376664559497307,17.111457601978618,2,2,1.0,True
IPD,IPD7,9.714337310808336,11.849342830984707,2,2,1.0,True
IPD,IPD8,7.5604255030758685,8.52071819586078,2,2,1.0,True
EMIB,EMIB1,5.464850421614384,6.591967140255148,1,1,3.0,False
EMIB,EMIB2,3.305747115018309,14.876688851605637,1,1,3.0,False
EMIB,EMIB3,8.270917730000468,11.772071710316458,1,1,3.0,False
EMIB,EMIB4,10.175507936592533,3.7278778225654436,1,1,3.0,False
EMIB,EMIB5,10.79848338570879,17.547034952886293,1,1,3.0,False
EMIB,EMIB6,15.417449608683647,-0.5985531272905922,1,1,3.0,False
EMIB,EMIB7,2.805616570935377,0.592843881763665,1,1,3.0,False
EMIB,EMIB8,9.780007053468081,11.417488680443645,1,1,3.0,False
EMIB2,EMIB21,11.101636946644314,0.8677872022890578,1,4,1.0,True
EMIB2,EMIB22,10.956630077736861,17.079252344279087,1,4,1.0,True
